title,author,publisherName,itemPrice,salesDate,itemCaption,isbn,itemUrl,largeImageUrl,reviewCount,reviewAverage,keyword,どうぶつ,きょうりゅう,いぬ,ねこ,のりもの,むし,おばけ,あんぱんまん,そら,まほう,わくわく,どきどき,いらいら,きらきら,楽しい,かわいい,シリーズ,世界,もの,シール,登場
そらいろ男爵,ジル・ボム,主婦の友社,1650,2015年07月10日頃,そらいろの飛行機でだれにもじゃまされずに鳥をながめていたそらいろ男爵。けれども、地上で、戦争がはじまってー第一次世界大戦開戦から１００年目にあたる２０１４年にフランスで刊行され、すぐれた児童書に贈られる「サン＝テグジュペリ賞」（絵本部門）（２０１４）を受賞。,9784074115075,https://books.rakuten.co.jp/rb/13288562/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5075/9784074115075_1_3.jpg?_ex=200x200,31,4.5,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
そらとぶ　でんしゃ,アン マサコ,講談社,1540,2015年10月08日頃,"工作が大好きな男の子が、赤いクレヨンを持った瞬間からはじまる冒険物語。赤いクレヨンに連れていかれたのは、机の上。クレヨンの仲間たちと絵を描いた電車に乗り込むと、ガッタンゴットン！　電車が動き出します男の子の創造力と想像力がつむぎだす、夢あふれる冒険世界。圧倒的な画力で描かれる一冊です。


工作が大好きな男の子が、赤いクレヨンを持った瞬間からはじまる冒険物語。
赤いクレヨンに連れていかれたのは、机の上。クレヨンの仲間たちと絵を描いた電車に乗り込むと、ガッタンゴットン！　電車が動き出します
男の子の創造力と想像力がつむぎだす、夢あふれる冒険世界。圧倒的な画力で描かれる一冊です。",9784061325906,https://books.rakuten.co.jp/rb/13371675/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5906/9784061325906.jpg?_ex=200x200,3,4.0,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
ぐらっとゆれたらどうする！？,木原 実/小柴直之/日本テレビ,小学館,1100,2015年11月12日頃,"そらジローと木原実が「防災」を考える絵本 

 日本テレビ「news.every.」などに登場する天気予報マスコットキャラクター・そらジローと、お天気キャスター・木原実による、子供のための防災絵本です。
地震、大雨、雷、台風、津波、大雪などの自然災害に対し、どのように準備、対処したらいいのか。
また、いざという時のために、お父さん・お母さんと日頃からどのような約束をしていたら慌てずにすむのか。
そらジローのさまざまな疑問に対して、木原実が優しく丁寧に解説・アドバイスします。
ぐらっとゆれたらどうする!? 2
ふうすうがいたいさくをしよう！ 9
つなみからにげろ！ 16
熱中症に気をつけよう！ 21
ふゆしょうぐんがやってきた 25",9784097266150,https://books.rakuten.co.jp/rb/13409696/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6150/9784097266150.jpg?_ex=200x200,0,0.0,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
きょうはそらにまるいつき,荒井良二,偕成社,1540,2016年09月01日頃,きみのまちははれてるかな？静かな山あいや、にぎやかな都会で。川のほとりや、海べの町で。朝をむかえた子どもたちがあたらしい１日のために窓をあけます。なにげない日々のくりかえしの中にある、たしかな希望、生きることのよろこび。うれしい夜の絵本。３歳から。,9784032324501,https://books.rakuten.co.jp/rb/14362385/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4501/9784032324501.jpg?_ex=200x200,40,4.31,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ノラネコぐんだん そらをとぶ,工藤ノリコ,白泉社,1430,2016年11月07日頃,"今回は飛行場にあらわれたノラネコぐんだん。かっこいいね、のりたいね、と飛行機にしのび込んでレバーをガッチャン!無事飛びたったものの、燃料が入っていなくて…!? 大人気絵本シリーズ第4弾! 
2016年11月刊。",9784592762027,https://books.rakuten.co.jp/rb/14499439/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2027/9784592762027.jpg?_ex=200x200,74,4.52,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
星のカービィ そらのおさんぽ,大塚　菜生/苅野　タウ/ぽと,KADOKAWA,1100,2017年03月15日頃,ゲームでもおなじみの人気キャラクター「星のカービィ」が絵本になった！　空の散歩をしている途中、カービィは迷子の星の子に出会い、両親を捜してあげることに！（対象年齢：3〜6歳）,9784048928595,https://books.rakuten.co.jp/rb/14677419/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8595/9784048928595_1_5.jpg?_ex=200x200,6,4.83,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bam and Kero Go Flying バムとケロのそらのたび英語版,島田ゆか/Christopher Belton,文溪堂,1650,2017年03月01日頃,小さいときに馴染んだ絵本を今度は英語で読んでみよう。あの言葉はどう訳されるのか、日本語版と比べてみても面白いです。,9784799901038,https://books.rakuten.co.jp/rb/14711600/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1038/9784799901038.jpg?_ex=200x200,1,5.0,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
そらまめくんの はらっぱあそび,なかや みわ,小学館,1320,2017年05月25日頃,"大人気絵本『そらまめくん』シリーズ最新刊 

 累計300万部突破の絵本「そらまめくん」シリーズ最新刊『そらまめくんのはらっぱあそび なつのいちにち』が発売！2年ぶりの完全新作。夏の野原で見つけられる花や葉っぱをつかって、楽しい遊びの工夫をそらまめくんと一緒に楽しめる
内容です。絵本を読み終わったら、すぐにでも本を持って、外に出かけたくなること間違いなし。親子で楽しめるはらっぱあそびも満載です。 

 【編集担当からのおすすめ情報】 
 園や小学校、家庭でも活用できる野遊びの手本本としても活用できます。
笹の葉をつかったちゃわんやコップ、はなのまきずし、えのころぐさのけむしなど世代を超えて楽しめる内容が満載です。",9784097266983,https://books.rakuten.co.jp/rb/14799903/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6983/9784097266983_1_5.jpg?_ex=200x200,8,3.83,そら,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
そらをとびたかったペンギン,申ももこ/shizu/はやしみこ/佐藤恵子,学苑社,1760,2017年07月05日頃,ペンギンのモモちゃんはほかのトリたちが集まる森が大好き。でもほかのトリたちのようにとんだり上手におしゃべりしたりができません。いっしょうけんめい練習しているうちにだんだん悲しくなって、みんなからはなれて遠くに行くことに…。ひとと違っても、できなくても、誰もが安心できる社会へ。,9784761407902,https://books.rakuten.co.jp/rb/14999174/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7902/9784761407902.jpg?_ex=200x200,9,4.5,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
そらの100かいだてのいえ,いわいとしお,偕成社,1320,2017年08月08日頃,あるさむいゆきのひのこと、おなかをすかせたシジュウカラのツピくんがみつけたのは、ひとつぶのひまわりのたねでした。「これじゃ、おなかいっぱいにはならないや…そうだ！はなをさかせてたねをふやそう！」ツピくんは、うえるばしょをさがしにそらへととびたちました。３歳から。,9784033326009,https://books.rakuten.co.jp/rb/15037659/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6009/9784033326009_1_2.jpg?_ex=200x200,69,4.52,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
おなじそらのしたで,ブリッタ・テッケントラップ/木坂涼,ひさかたチャイルド,1650,2017年12月15日頃,だれかが、今日もこの空を見あげている。驚くほど美しい。全ページに型抜きしかけ。広い世界を感じる絵本。,9784865491227,https://books.rakuten.co.jp/rb/15213136/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1227/9784865491227.jpg?_ex=200x200,13,4.3,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
そらから　ぼふ〜ん,高畠 那生,くもん出版,1430,2018年03月20日頃,"そらから「ぼふ〜ん」と落ちてきたのは、巨大な巨大なホットケーキ！
あまりにも大きくて、男は悩みます。これ、食べていいの…？
そうこうするうちに「トゥン」とおちてきたのは、バターの滝。
つぎに「どっぷーん！」と落ちてきたのは、はちみつの洪水。
はちみつだらけになった男は、なんとホットケーキの中へ…

こ〜んなに大きなホットケーキに遭遇したら、さあ、あなたならどうしますか？
ふしぎで意外で、ムズムズ五感を刺激する、高畠那生の絵本ワールドへようこそ！",9784774326924,https://books.rakuten.co.jp/rb/15344611/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6924/9784774326924.jpg?_ex=200x200,15,3.92,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
そらからふるものなんだっけ？,岩田明子,大日本図書,1430,2018年05月07日頃,そらからふるもの、なんだっけ？こめ？まめ？かめ…？なんだか、どれもちょっとちがう…。さあ、かみなりちゃんは、ちゃーんと「あめ」を降らせることができるかな！？「ばけたくん」シリーズの著者の最新刊です。,9784477031149,https://books.rakuten.co.jp/rb/15396060/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1149/9784477031149.jpg?_ex=200x200,5,4.5,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
そらをひとっとび,ジリアン・ドハーティ/ステファノ・トグネッティ/みた　かよこ,大日本絵画,3300,2018年10月18日頃,"ひこうきにのるのが　はじめてのベン。
ベンといっしょに　そらの　たびをしてみましょう。
ひこうきが　いきかう　くうこうは　どんなところかな？
くうこうでは　どんなひとが　はたらいているのかな？
いっしょに　ぼうけんしてみよう。
ひこうきの　ゼンマイを　注意ぶかくまいて
3つのコースを　はしらせて　たのしみましょう。",9784499287517,https://books.rakuten.co.jp/rb/15556505/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7517/9784499287517.jpg?_ex=200x200,0,0.0,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
そらからきたこいし,しおたにまみこ,偕成社,1540,2018年09月11日頃,あるとき、女の子はほんのすこしだけ地面から浮いている小石を見つけました。不思議に思ってしらべはじめますが、誰に聞いても、本を読んでも、「うかぶ小石」のことはわかりません。でも、女の子がよく探すと、うかぶ小石はいろんなところですこしずつ見つかって……。木炭と鉛筆による緻密なタッチの絵で、女の子の小石への思い、小石が集まってからおこったとくべつなできごとを、繊細にえがきます。小さな身近なものへ寄せる思いが、遥か彼方にあるものへの思いへとひろがっていく、新人作家の鮮烈なデビュー作。,9784033328607,https://books.rakuten.co.jp/rb/15579729/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8607/9784033328607.jpg?_ex=200x200,20,3.88,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
絵本すみっコぐらし そらいろのまいにち,よこみぞ ゆり,主婦と生活社,968,2018年11月02日頃,128ページすべて描きおろしのファン待望の新刊です。すみっコぐらしのメインキャラクターである、ねこ、とんかつ＆えびふらいのしっぽ、とかげ、しろくま、ぺんぎん？の5キャラのストーリーが、順々に展開されていきます。これまで知られていなかった、それぞれの過去のエピソードや、どんな風に出会ってすみっこにあつまってきたのか……？ など、各キャラの気持ちと空模様をリンクさせて綴られています。自然と知育的な要素も入ってきているので、すみっコぐらしを知らない小さなお子様への読み聞かせ絵本としても最適です。,9784391151503,https://books.rakuten.co.jp/rb/15584504/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1503/9784391151503.jpg?_ex=200x200,89,4.82,そら,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
そらはあおくて,シャーロット・ゾロトウ/なかがわ ちひろ/杉浦 さやか,あすなろ書房,1650,2018年10月29日頃,古いアルバムの中でほほ笑むのは、わたしとは違う服を着て、わたしとは違う家に住む女の子たち。でも、いつの時代も、空は青くて草は緑。雪は白くて冷たくて、おひさまはまぶしくあたたかい。お母さんもおばあちゃんも、昔はわたしとおなじ「小さな女の子」だったんだ！古い写真が教えてくれた、小さな幸せの物語。,9784751528457,https://books.rakuten.co.jp/rb/15634564/?rafcid=wsc_b_bs_1079003001658992298,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8457/9784751528457_1_6.jpg?_ex=200x200,7,4.2,そら,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
